t pos_x pos_y pos_z vel_x vel_y vel_z qw qx qy qz wx wy wz u1 u2 u3 u4
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.133754945481811092e+02,2.133754945481811092e+02,2.133754945481811092e+02,2.133754945481811092e+02
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.173147096125434254e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.159826071771813960e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.232434361182467057e+02,2.232434361182467057e+02,2.232434361182467057e+02,2.232434361182467057e+02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.586759542627398892e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.241024715527019373e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.182752162573175951e+02,2.182752162573175951e+02,2.182752162573175951e+02,2.182752162573175951e+02
5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.008671465562323462e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.246379283137267313e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.134038793112643191e+02,2.134038793112643191e+02,2.134038793112643191e+02,2.134038793112643191e+02
8.000000000000000167e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.752486530969245629e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.179268460349189196e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.086318453990301407e+02,2.086318453990301407e+02,2.086318453990301407e+02,2.086318453990301407e+02
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.675893694438716969e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.043282909599735575e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.039614913271541923e+02,2.039614913271541923e+02,2.039614913271541923e+02,2.039614913271541923e+02
1.199999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.765241770329089133e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.839980206995901701e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.993951567485156886e+02,1.993951567485156886e+02,1.993951567485156886e+02,1.993951567485156886e+02
1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.007445444769006992e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.572336831455658501e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.949351181259305861e+02,1.949351181259305861e+02,1.949351181259305861e+02,1.949351181259305861e+02
1.600000000000000033e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.389973204231033654e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.242739508192918008e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.905836198126809791e+02,1.905836198126809791e+02,1.905836198126809791e+02,1.905836198126809791e+02
1.799999999999999933e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.900835945347786660e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.856080128419798969e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.863428459804783301e+02,1.863428459804783301e+02,1.863428459804783301e+02,1.863428459804783301e+02
